vehicle_id,fuel_type,rpm,fuel_consumption,throttle_position,fuel_pressure,coolant_temp,torque,spark_timing,speed,engine_load,intake_temp,battery_voltage,power,intake_pressure,vehicle_age,battery_age,battery_health,harsh_braking_count,sudden_acceleration_count,idle_time,days_since_last_service,distance_since_last_service,oil_change_count,brake_change_count,repairs_last_year,accident_history,temperature,humidity,traffic_index,road_quality,terrain_type,aqi,driver_score,engine_stress_score,service_health_score,service_required,vehicle_weight,rpm_variance_score,overheating_risk,aggressive_driving_index,daily_distance,fuel_efficiency,battery_service_required,brake_service_required,oil_change_required,engine_service_required,remaining_service_km,service_status,vehicle_model,engine_displacement_l,cylinder_count,transmission_type,drive_type,vehicle_class,city_mpg,highway_mpg,combined_mpg,air_pollution_score,greenhouse_gas_score,co2_emissions,rainfall_mm,weather_location,weather_severity,wet_road,health_label,days_until_service
VH03990,petrol,981.0,5.44,13.8,54.2,85.9,130.4,15.6,50.9,49.3,43.8,13.8,10.0,101.3,3,14,91.7,0,1,7.8,37,2296,4,0,0,0,37.3,74.9,0.81,0.58,City,99,98.0,0.316,1.0,0,862,0.259,0.002,0.033,33.6,4.0,0,0,0,0,7044,Healthy,Maruti Swift,1.2,4,Manual,FWD,Hatchback,38.0,42.1,39.8,9,9,140.6,30.3,Chennai,Severe,1,Healthy,
VH03991,diesel,962.0,5.96,49.4,289.3,97.4,320.0,12.7,26.9,60.0,41.4,12.77,38.0,103.1,4,39,78.4,5,3,14.4,74,4336,8,3,2,0,25.6,78.1,0.62,0.6,Mixed,78,86.5,0.289,0.608,0,2102,0.312,0.31,0.302,30.8,4.0,0,0,0,0,1934,Monitor,Mahindra XUV700,2.2,4,Automatic,AWD,SUV,21.6,24.8,23.0,9,10,230.2,14.9,Chennai,Moderate,1,Monitor,
VH03992,petrol,2032.0,7.92,48.9,46.3,97.5,152.0,11.2,42.3,63.5,45.9,14.03,35.5,101.3,0,35,70.6,3,8,25.3,64,3961,5,2,1,0,22.1,43.4,0.85,0.65,City,176,81.4,0.349,0.604,1,1455,0.334,0.346,0.375,37.4,4.0,1,0,0,0,1779,Monitor,Hyundai Creta,1.5,4,Automatic,FWD,SUV,27.5,36.9,31.7,9,8,173.7,2.1,Delhi,Clear,1,Monitor,
VH03993,petrol,1663.0,4.34,7.3,51.2,83.0,113.8,12.5,34.1,32.0,42.0,14.12,11.1,105.1,2,15,90.3,2,2,10.6,29,2759,4,1,0,0,23.3,55.3,0.29,0.73,Highway,103,91.6,0.109,0.973,0,1275,0.014,0.014,0.128,40.1,4.0,0,0,0,0,5466,Healthy,Tata Nexon,1.2,4,Manual,FWD,SUV,29.4,35.3,32.1,10,10,148.5,4.2,Pune,Clear,1,Healthy,
VH03994,petrol,1900.0,5.92,40.2,45.9,97.3,120.1,9.4,46.8,55.4,40.6,13.07,17.7,100.4,5,37,75.1,7,7,20.3,53,4727,5,1,1,0,25.0,67.2,0.47,0.72,Highway,97,80.1,0.388,0.735,0,1007,0.259,0.25,0.185,51.4,4.0,0,0,0,0,2949,Monitor,Hyundai i20,1.2,4,Manual,FWD,Hatchback,35.4,39.9,37.4,8,9,134.0,8.1,Pune,Moderate,1,Monitor,
VH03995,petrol,2870.0,11.12,85.5,48.0,124.1,108.2,8.1,75.5,82.7,59.0,10.5,31.1,90.5,8,82,11.8,25,25,62.9,390,9227,21,11,9,1,27.6,82.1,0.26,0.76,Highway,125,32.6,0.803,0.033,1,997,0.802,0.986,0.851,79.2,4.0,1,1,1,1,40,Critical,Hyundai i20,1.2,4,Manual,FWD,Hatchback,29.4,37.4,33.0,6,6,150.0,17.4,Mumbai,Moderate,1,Critical,
VH03996,petrol,2595.0,15.25,85.5,46.2,117.2,105.2,11.2,35.7,77.6,69.6,12.34,21.6,82.4,5,66,8.8,22,32,48.7,244,13388,19,9,8,4,30.8,60.0,0.62,0.65,City,77,33.0,0.823,0.036,1,1035,0.678,0.948,0.704,52.2,4.0,1,1,1,1,163,Critical,Tata Altroz,1.2,4,Manual,FWD,Hatchback,31.6,38.3,34.6,7,6,172.6,12.1,Bangalore,Moderate,1,Critical,
VH03997,petrol,1389.0,6.59,41.1,53.7,103.0,153.0,14.7,47.3,57.7,48.6,13.54,23.6,89.5,5,35,69.7,6,5,29.6,82,5690,7,3,2,1,25.6,53.0,0.77,0.49,City,100,80.1,0.418,0.494,0,1202,0.396,0.449,0.191,53.3,4.0,0,0,0,0,1718,Monitor,Maruti Brezza,1.5,4,Automatic,FWD,SUV,28.2,39.9,33.5,8,9,149.3,4.4,Hyderabad,Clear,1,Monitor,
VH03998,petrol,1615.0,7.22,40.7,54.8,85.3,118.5,10.0,47.3,46.9,45.6,12.98,21.5,98.8,0,26,74.1,7,3,13.3,68,3255,5,3,2,1,28.7,67.1,0.46,0.61,Mixed,102,74.6,0.346,0.476,0,1277,0.265,0.002,0.317,54.2,4.0,0,0,0,0,1949,Monitor,Tata Nexon,1.2,4,Manual,FWD,SUV,28.0,37.1,32.1,8,9,168.0,16.4,Mumbai,Moderate,1,Monitor,
VH03999,petrol,1475.0,6.27,33.3,50.8,95.1,148.5,7.4,55.2,54.0,52.3,13.26,26.0,101.8,8,31,69.2,8,1,17.2,66,5931,6,1,2,0,37.8,64.1,0.73,0.61,City,72,82.1,0.325,0.613,0,1034,0.278,0.245,0.341,57.3,4.0,0,0,0,0,2691,Monitor,Tata Altroz,1.2,4,Manual,FWD,Hatchback,32.3,38.5,35.1,8,9,145.9,12.1,Hyderabad,Moderate,1,Monitor,
VH04000,petrol,1355.0,6.82,39.9,44.6,102.0,140.6,9.5,52.5,54.4,43.3,12.88,24.7,98.3,3,34,70.9,9,8,20.4,85,3888,4,2,1,1,26.6,83.0,0.64,0.62,City,175,84.9,0.383,0.677,1,1409,0.286,0.476,0.232,41.4,4.0,1,0,0,0,3317,Monitor,Hyundai Creta,1.5,4,Automatic,FWD,SUV,29.2,34.7,31.7,8,9,168.7,17.7,Kolkata,Moderate,1,Monitor,
VH04001,petrol,1304.0,3.72,30.3,55.5,89.1,127.8,16.4,39.1,33.4,46.0,13.57,23.2,98.1,1,10,88.2,2,0,11.8,49,513,4,1,0,0,32.6,58.5,0.66,0.71,City,151,100.0,0.246,0.809,0,1230,0.119,0.009,0.0,45.2,4.0,0,0,0,0,6525,Healthy,Tata Nexon,1.2,4,Manual,FWD,SUV,26.6,40.6,32.9,9,8,150.5,3.6,Kolkata,Clear,1,Healthy,
VH04002,petrol,1990.0,6.15,32.9,47.8,99.5,114.0,12.4,38.9,47.7,39.9,13.4,18.0,93.8,0,36,77.8,4,4,22.1,61,4296,7,2,2,1,23.1,48.5,0.32,0.87,Highway,79,84.6,0.366,0.694,0,1250,0.269,0.561,0.328,6.8,4.0,0,0,0,0,2376,Monitor,Tata Nexon,1.2,4,Manual,FWD,SUV,28.5,35.8,31.8,8,10,164.3,3.3,Bangalore,Clear,1,Monitor,
VH04003,petrol,1409.0,5.87,14.9,59.4,95.0,137.3,12.9,51.7,45.4,46.2,14.0,20.2,101.3,0,3,99.8,3,0,4.5,1,625,3,1,0,0,28.7,40.1,0.23,0.3,Off-road,57,91.5,0.181,0.858,0,1243,0.201,0.199,0.118,44.8,4.0,0,0,0,0,6932,Healthy,Tata Nexon,1.2,4,Manual,FWD,SUV,28.9,32.8,30.7,8,10,150.1,3.3,Pune,Clear,1,Healthy,
VH04004,petrol,1336.0,4.77,9.6,55.9,93.5,119.3,9.7,50.7,41.7,38.1,13.94,19.6,101.1,3,12,100.0,3,0,12.4,59,198,3,0,0,0,32.8,84.2,0.69,0.49,City,126,92.2,0.261,0.786,0,913,0.17,0.377,0.183,45.8,4.0,0,0,0,0,5923,Healthy,Maruti Swift,1.2,4,Manual,FWD,Hatchback,36.9,47.4,41.6,8,8,124.4,7.6,Chennai,Moderate,1,Healthy,
VH04005,diesel,2372.0,8.24,47.4,253.1,105.7,320.0,12.6,27.6,74.9,49.9,12.75,92.1,100.2,7,55,51.7,16,12,37.9,118,7230,8,3,2,1,22.6,46.0,0.65,0.57,City,179,54.9,0.649,0.333,1,2089,0.533,0.517,0.433,60.8,4.0,1,1,1,0,424,Service Soon (26d),Mahindra XUV700,2.2,4,Automatic,AWD,SUV,13.4,22.4,17.5,6,8,247.5,0.9,Delhi,Clear,0,Service Soon,26.0
VH04006,petrol,2477.0,9.82,78.0,45.7,115.0,126.7,7.1,75.5,92.5,61.8,11.14,34.3,87.1,4,86,37.5,34,40,41.9,295,11120,14,11,5,4,29.7,45.2,0.5,0.59,Mixed,128,16.9,0.965,0.204,1,1227,0.889,0.78,0.894,69.1,4.0,1,1,1,1,152,Critical,Maruti Brezza,1.5,4,Automatic,FWD,SUV,27.7,34.4,30.7,4,7,185.0,6.0,Pune,Moderate,1,Critical,
VH04007,petrol,1889.0,4.6,15.4,51.5,80.9,154.1,9.9,42.3,14.6,40.7,13.56,22.1,98.4,2,9,95.7,0,2,12.4,36,520,1,0,0,0,31.9,67.1,0.29,0.79,Highway,109,95.7,0.166,0.884,0,1425,0.048,0.0,0.045,36.8,4.0,0,0,0,0,4534,Healthy,Hyundai Creta,1.5,4,Automatic,FWD,SUV,25.4,36.5,30.4,9,10,156.0,3.4,Pune,Clear,1,Healthy,
VH04008,petrol,1494.0,3.6,28.3,52.2,86.0,130.8,12.1,30.6,41.7,39.7,13.93,15.3,103.0,5,19,84.0,2,1,11.1,40,84,1,0,0,0,28.0,53.9,0.47,0.71,Mixed,227,91.2,0.128,0.935,0,982,0.079,0.071,0.142,27.6,4.0,0,0,0,0,5446,Healthy,Hyundai i20,1.2,4,Manual,FWD,Hatchback,36.2,44.7,40.0,10,9,120.5,1.4,Delhi,Clear,0,Healthy,
VH04009,petrol,1253.0,5.71,18.9,51.6,83.6,119.9,13.0,52.9,44.7,42.1,13.86,16.3,101.4,3,13,84.1,3,1,10.8,0,2681,2,1,0,0,24.9,63.7,0.58,0.62,Mixed,89,92.1,0.082,0.921,0,1205,0.041,0.015,0.178,41.3,4.0,0,0,0,0,7894,Healthy,Tata Nexon,1.2,4,Manual,FWD,SUV,24.4,39.3,31.1,9,9,146.5,12.9,Hyderabad,Moderate,1,Healthy,
VH04010,petrol,1373.0,3.96,13.9,50.5,80.4,151.8,13.1,38.8,28.2,36.1,13.72,14.8,104.6,0,19,99.7,0,2,6.9,56,959,2,1,0,0,30.0,74.3,0.17,0.73,Highway,118,90.2,0.294,0.959,0,1470,0.154,0.017,0.089,33.8,4.0,0,0,0,0,7589,Healthy,Hyundai Creta,1.5,4,Automatic,FWD,SUV,23.1,33.0,27.6,9,10,156.8,17.2,Bangalore,Moderate,1,Healthy,
VH04011,diesel,1398.0,5.13,13.8,288.6,78.5,320.0,13.6,42.8,48.4,43.1,13.63,43.7,104.7,3,10,93.1,2,1,2.0,56,891,3,0,0,0,24.0,60.4,0.59,0.66,City,125,94.2,0.303,0.954,0,1992,0.211,0.0,0.007,36.9,4.0,0,0,0,0,6967,Healthy,Mahindra Scorpio,2.2,4,Manual,4WD,SUV,20.7,27.5,23.8,8,9,209.9,2.2,Bangalore,Clear,1,Healthy,
VH04012,petrol,1926.0,3.9,43.7,51.3,96.1,150.7,9.8,51.0,60.7,46.1,13.11,21.6,97.2,3,24,81.1,3,8,23.5,59,3870,8,2,1,0,29.7,80.6,0.34,0.75,Highway,128,73.7,0.446,0.771,0,1176,0.504,0.257,0.382,44.5,4.0,0,0,0,0,4272,Monitor,Maruti Brezza,1.5,4,Automatic,FWD,SUV,30.2,37.4,33.4,8,8,150.0,9.7,Chennai,Moderate,1,Monitor,
VH04013,petrol,1608.0,6.85,37.1,52.7,86.3,103.8,8.7,50.6,52.3,52.2,12.76,11.6,95.6,4,24,70.6,4,4,13.6,96,2647,3,1,1,0,35.9,69.9,1.0,0.65,City,187,84.7,0.502,0.538,0,951,0.375,0.041,0.351,52.0,4.0,0,0,0,0,3679,Monitor,Hyundai i20,1.2,4,Manual,FWD,Hatchback,31.5,40.6,35.6,7,8,144.2,8.0,Kolkata,Moderate,1,Monitor,
VH04014,petrol,1394.0,5.76,11.1,53.9,84.8,112.8,14.1,39.6,39.2,47.9,13.55,12.2,99.5,2,5,97.5,3,0,8.0,31,290,3,1,0,0,32.8,98.0,0.82,0.62,City,103,94.7,0.322,0.92,0,934,0.184,0.019,0.143,38.2,4.0,0,0,0,0,6188,Healthy,Maruti Swift,1.2,4,Manual,FWD,Hatchback,33.4,43.7,38.0,9,10,137.4,4.4,Mumbai,Clear,1,Healthy,
VH04015,petrol,1104.0,7.03,23.7,55.3,87.5,125.4,16.0,50.6,46.7,39.8,13.99,10.0,98.1,5,7,100.0,2,2,13.3,36,1326,1,0,0,0,28.9,46.4,0.29,0.25,Off-road,88,90.4,0.204,0.851,1,913,0.1,0.032,0.145,29.3,4.0,0,0,1,0,7654,Healthy,Maruti Swift,1.2,4,Manual,FWD,Hatchback,39.3,45.5,42.1,9,9,126.4,2.2,Pune,Clear,1,Healthy,
VH04016,petrol,1802.0,8.63,53.8,50.7,99.7,125.9,16.5,29.2,69.1,41.6,12.11,24.2,93.3,12,37,45.0,11,13,32.5,156,6054,11,5,4,0,35.4,84.9,0.75,0.4,City,101,57.2,0.712,0.398,1,867,0.617,0.307,0.564,70.8,4.0,1,1,1,1,1004,Service Soon (7d),Maruti Swift,1.2,4,Manual,FWD,Hatchback,31.9,44.5,37.6,7,7,137.0,61.8,Chennai,Severe,1,Service Soon,7.0
VH04017,petrol,1499.0,5.29,11.6,54.5,86.6,127.7,15.0,46.6,34.0,39.5,13.87,27.1,100.4,3,5,96.4,1,0,12.5,36,785,2,0,0,0,27.1,55.1,0.56,0.49,City,59,93.1,0.086,0.843,0,1281,0.126,0.11,0.099,45.9,4.0,0,0,0,0,5901,Healthy,Tata Nexon,1.2,4,Manual,FWD,SUV,28.8,36.7,32.4,9,10,142.4,4.4,Pune,Clear,1,Healthy,
VH04018,petrol,3817.0,13.72,89.1,47.6,106.0,108.9,8.3,75.0,93.7,43.9,11.31,39.8,88.2,2,64,33.2,21,30,70.6,396,12056,12,7,9,1,26.3,77.4,0.29,0.7,Highway,164,30.2,0.78,0.121,1,958,0.689,0.383,0.888,73.3,4.0,1,1,1,1,102,Critical,Hyundai i20,1.2,4,Manual,FWD,Hatchback,29.4,41.9,35.0,5,8,146.1,12.0,Mumbai,Moderate,1,Critical,
VH04019,petrol,1196.0,2.89,23.2,54.8,81.0,151.5,14.1,49.4,34.5,41.0,13.7,29.4,100.0,0,3,97.5,2,1,9.8,58,1967,4,0,0,0,29.4,64.1,0.7,0.62,Mixed,63,100.0,0.071,0.885,0,1195,0.042,0.0,0.042,43.3,4.25,0,0,0,0,6207,Healthy,Maruti Brezza,1.5,4,Automatic,FWD,SUV,31.9,35.9,33.7,10,10,129.3,5.1,Hyderabad,Moderate,1,Healthy,
VH04020,petrol,2096.0,7.53,30.4,47.8,100.8,151.7,9.1,70.3,49.8,53.6,13.32,31.3,98.5,6,18,67.2,5,7,23.6,94,5942,3,3,2,1,30.0,62.2,0.72,0.5,City,70,85.0,0.541,0.548,0,1457,0.362,0.447,0.276,71.1,4.0,0,0,0,0,4017,Monitor,Hyundai Creta,1.5,4,Automatic,FWD,SUV,25.9,33.4,29.3,7,8,171.1,4.1,Pune,Clear,1,Monitor,
VH04021,petrol,1438.0,8.06,25.9,44.5,98.5,115.9,10.5,49.3,55.5,42.6,13.26,17.2,99.4,3,31,79.2,6,5,27.8,62,4007,4,3,1,0,26.3,54.4,0.64,0.55,Mixed,119,74.1,0.488,0.535,0,999,0.405,0.42,0.34,31.6,4.0,0,0,0,0,2498,Monitor,Tata Altroz,1.2,4,Manual,FWD,Hatchback,30.2,45.0,36.9,8,9,149.0,0.3,Pune,Clear,0,Monitor,
VH04022,petrol,1826.0,6.47,49.6,50.3,90.5,119.2,10.0,39.4,58.0,45.7,12.51,25.2,95.8,6,32,65.0,3,1,21.4,78,3931,5,3,1,1,32.2,85.6,0.75,0.52,City,121,88.2,0.502,0.624,1,1245,0.393,0.118,0.227,75.9,4.0,1,1,0,0,2709,Monitor,Tata Nexon,1.2,4,Manual,FWD,SUV,27.7,38.1,32.4,7,8,169.9,0.9,Chennai,Clear,0,Monitor,
VH04023,petrol,1309.0,4.04,15.9,50.1,84.4,162.0,14.6,43.8,37.6,32.6,13.33,19.0,100.3,11,15,95.2,1,0,13.1,32,1573,1,0,0,0,19.5,62.5,0.65,0.41,City,109,100.0,0.129,0.954,0,1444,0.164,0.0,0.059,37.0,4.0,0,0,0,0,5287,Healthy,Hyundai Creta,1.5,4,Automatic,FWD,SUV,28.1,36.6,31.9,10,10,159.5,4.0,Bangalore,Clear,1,Healthy,
VH04024,petrol,1549.0,4.83,18.6,57.5,94.3,122.6,9.3,40.5,27.2,43.9,13.71,14.2,103.1,2,6,98.9,2,2,7.9,9,1692,3,1,0,0,33.2,52.6,0.84,0.42,City,94,96.5,0.192,0.812,0,900,0.114,0.206,0.065,39.3,4.0,0,0,0,0,6161,Healthy,Maruti Swift,1.2,4,Manual,FWD,Hatchback,35.3,44.6,39.5,9,9,139.6,10.1,Pune,Moderate,1,Healthy,
VH04025,petrol,1569.0,4.69,13.7,52.4,84.5,114.6,13.0,43.4,26.2,41.2,13.79,15.2,102.5,0,6,100.0,0,2,17.7,31,2189,3,0,0,0,23.5,40.5,0.19,0.91,Highway,187,99.3,0.145,0.97,1,889,0.13,0.0,0.028,22.1,4.05,0,0,0,1,7395,Healthy,Maruti Swift,1.2,4,Manual,FWD,Hatchback,36.9,47.7,41.8,9,9,121.1,4.9,Delhi,Clear,1,Healthy,
VH04026,petrol,2034.0,5.75,44.1,54.4,98.3,153.5,10.3,59.6,52.9,43.3,13.11,30.9,98.5,6,32,85.4,5,7,27.5,83,3241,8,3,1,1,13.4,60.6,0.21,0.63,Highway,100,81.5,0.322,0.591,0,1181,0.332,0.226,0.284,60.6,4.0,0,0,0,0,4196,Monitor,Maruti Brezza,1.5,4,Automatic,FWD,SUV,30.6,39.5,34.6,8,8,162.3,14.9,Bangalore,Moderate,1,Monitor,
VH04027,diesel,2313.0,9.63,60.4,261.7,94.7,320.0,7.7,36.2,71.1,55.2,12.2,69.6,98.1,5,53,49.5,11,8,31.3,104,8204,12,3,2,0,20.2,69.0,0.32,0.8,Highway,169,68.0,0.711,0.411,1,2102,0.588,0.289,0.449,63.1,4.0,0,0,1,1,887,Service Soon (26d),Mahindra XUV700,2.2,4,Automatic,AWD,SUV,15.8,21.7,18.5,8,8,251.9,0.9,Delhi,Clear,0,Service Soon,26.0
VH04028,petrol,1414.0,4.53,25.0,51.4,87.1,112.8,10.8,64.2,36.6,35.0,13.55,18.7,102.0,0,4,93.7,1,0,11.5,43,638,1,1,0,0,21.8,61.1,0.8,0.58,City,96,96.5,0.228,0.907,0,1237,0.092,0.1,0.031,30.6,4.0,0,0,0,0,4910,Healthy,Tata Nexon,1.2,4,Manual,FWD,SUV,29.5,34.7,31.8,9,9,154.1,6.2,Bangalore,Moderate,1,Healthy,
VH04029,petrol,1159.0,4.22,23.7,46.3,83.4,110.4,13.0,41.1,33.1,39.7,13.85,17.7,100.8,8,5,92.3,1,3,10.2,48,2261,4,1,0,0,28.9,41.9,0.77,0.45,City,30,96.8,0.299,0.778,0,1035,0.171,0.0,0.088,23.8,4.0,0,0,0,0,7923,Healthy,Tata Altroz,1.2,4,Manual,FWD,Hatchback,33.1,41.0,36.7,8,9,145.4,4.0,Pune,Clear,1,Healthy,
VH04030,diesel,1910.0,6.18,32.8,276.0,89.4,320.0,9.4,66.5,58.2,40.1,13.04,64.5,105.4,7,28,80.2,8,6,18.8,97,5553,4,2,1,1,32.8,47.7,0.65,0.74,Mixed,202,83.8,0.36,0.752,0,2048,0.296,0.202,0.188,46.8,4.0,0,0,0,0,1912,Monitor,Mahindra Scorpio,2.2,4,Manual,4WD,SUV,17.6,25.4,21.1,8,8,222.7,0.1,Delhi,Clear,0,Monitor,
VH04031,diesel,1198.0,4.69,30.2,267.4,76.6,320.0,17.9,35.4,46.6,29.9,13.78,49.4,106.0,3,12,89.2,1,1,10.6,31,1822,1,1,0,0,15.5,69.7,0.48,0.52,Mixed,78,89.2,0.289,0.827,0,2105,0.145,0.0,0.121,46.1,4.0,0,0,0,0,6992,Healthy,Mahindra XUV700,2.2,4,Automatic,AWD,SUV,18.8,25.8,22.0,8,10,224.4,9.4,Hyderabad,Moderate,1,Healthy,
VH04032,diesel,1165.0,4.24,16.1,278.0,79.4,320.0,15.7,72.4,28.2,39.7,13.95,43.7,107.0,2,1,92.8,2,2,13.8,44,2880,3,1,0,0,32.0,42.0,0.67,0.5,City,82,95.9,0.269,0.999,0,2101,0.224,0.029,0.045,36.1,4.0,0,0,0,0,4614,Healthy,Mahindra XUV700,2.2,4,Automatic,AWD,SUV,22.0,26.2,23.9,8,10,226.6,1.6,Hyderabad,Clear,0,Healthy,
VH04033,petrol,1377.0,3.96,10.5,54.6,91.2,119.6,13.3,61.8,37.8,36.7,13.76,19.2,99.0,0,4,88.8,1,3,7.7,29,1041,3,0,0,0,28.1,80.3,0.69,0.53,City,99,91.2,0.234,0.867,0,912,0.181,0.147,0.174,33.6,4.0,0,0,0,0,7335,Healthy,Maruti Swift,1.2,4,Manual,FWD,Hatchback,37.7,43.9,40.5,8,9,131.3,8.6,Chennai,Moderate,1,Healthy,
VH04034,petrol,1866.0,7.33,40.9,49.0,100.2,116.9,11.1,45.8,46.3,53.4,12.86,21.5,101.2,4,26,68.5,3,3,20.3,69,5553,4,3,2,1,34.5,85.0,0.54,0.56,City,117,90.9,0.499,0.551,0,1234,0.419,0.384,0.224,67.8,4.0,0,0,0,0,4357,Monitor,Tata Nexon,1.2,4,Manual,FWD,SUV,29.0,33.3,30.9,7,8,179.2,0.6,Chennai,Clear,0,Monitor,
VH04035,petrol,1758.0,9.03,60.6,47.8,108.4,106.5,10.5,25.5,71.5,51.2,12.01,23.0,94.1,5,54,62.0,15,12,49.8,195,9448,9,6,4,2,22.2,71.7,0.59,0.48,City,122,64.0,0.617,0.406,1,1006,0.515,0.56,0.417,61.0,4.0,1,1,1,1,1460,Service Soon (5d),Hyundai i20,1.2,4,Manual,FWD,Hatchback,30.4,36.4,33.1,6,7,153.0,12.4,Chennai,Moderate,1,Service Soon,5.0
VH04036,petrol,1736.0,6.0,48.8,51.0,89.6,103.1,12.5,36.5,48.6,50.3,13.37,13.0,100.3,0,18,64.1,1,8,13.8,70,4533,7,3,2,1,29.8,58.5,0.57,0.54,City,143,91.6,0.504,0.63,1,1068,0.372,0.18,0.168,36.1,4.0,0,0,1,0,2506,Monitor,Hyundai i20,1.2,4,Manual,FWD,Hatchback,32.9,41.3,36.7,7,8,146.7,2.3,Kolkata,Clear,1,Monitor,
VH04037,petrol,1487.0,4.37,23.3,57.6,91.8,127.7,15.2,33.9,45.9,45.4,13.94,18.0,101.5,2,13,94.5,2,0,11.6,21,1386,2,1,0,0,34.6,67.1,0.64,0.69,City,87,97.2,0.067,0.786,0,1049,0.059,0.183,0.03,32.7,4.0,0,0,0,0,5384,Healthy,Tata Altroz,1.2,4,Manual,FWD,Hatchback,35.4,39.6,37.3,10,10,142.5,7.2,Hyderabad,Moderate,1,Healthy,
VH04038,petrol,1220.0,2.66,28.7,59.8,88.3,147.5,13.0,22.9,45.4,35.5,13.8,18.8,102.8,0,18,98.8,2,1,19.4,10,1754,1,1,0,0,24.6,68.4,0.67,0.52,City,64,94.3,0.137,0.987,0,1192,0.171,0.046,0.12,37.8,4.0,0,0,0,0,7421,Healthy,Maruti Brezza,1.5,4,Automatic,FWD,SUV,31.1,40.1,35.2,9,9,157.6,22.6,Pune,Severe,1,Healthy,
VH04039,diesel,2903.0,13.03,72.5,256.1,102.0,320.0,4.8,37.3,91.5,63.5,12.3,90.6,85.7,4,59,38.0,33,37,85.9,352,10873,13,7,5,3,26.3,51.7,0.15,0.19,Off-road,110,23.3,0.833,0.08,1,2095,0.727,0.455,0.87,57.9,4.0,1,1,1,1,16,Critical,Mahindra XUV700,2.2,4,Automatic,AWD,SUV,18.3,27.5,22.4,6,6,263.7,9.8,Pune,Moderate,1,Critical,
VH04040,petrol,3202.0,13.94,76.4,45.3,114.7,135.1,6.9,56.2,92.8,53.5,12.79,52.4,88.9,1,56,16.2,31,19,42.9,208,14566,13,6,9,2,21.9,68.3,0.54,0.6,Mixed,80,27.4,0.774,0.142,1,1233,0.737,0.87,0.898,82.7,4.0,1,1,1,1,20,Critical,Maruti Brezza,1.5,4,Automatic,FWD,SUV,28.9,35.9,32.1,5,7,168.2,22.7,Bangalore,Severe,1,Critical,
VH04041,petrol,2060.0,4.58,30.7,55.1,91.3,151.3,11.9,60.6,61.7,41.3,13.73,22.8,98.5,0,21,79.3,4,7,19.7,114,4461,3,2,2,0,24.6,68.3,0.39,0.81,Highway,96,73.0,0.421,0.635,0,1171,0.424,0.236,0.358,35.6,4.0,0,0,0,0,4177,Monitor,Maruti Brezza,1.5,4,Automatic,FWD,SUV,30.3,38.7,34.1,7,9,155.2,8.7,Mumbai,Moderate,1,Monitor,
VH04042,diesel,1354.0,6.14,31.7,277.8,89.3,320.0,11.7,44.5,53.5,52.8,13.59,49.5,102.0,16,23,83.6,8,7,7.9,106,2942,3,3,2,0,32.3,49.4,0.7,0.57,City,113,78.5,0.48,0.643,1,2088,0.429,0.215,0.25,52.2,4.0,0,0,1,0,1640,Monitor,Mahindra XUV700,2.2,4,Automatic,AWD,SUV,21.5,23.2,22.3,7,8,238.1,8.6,Pune,Moderate,1,Monitor,
VH04043,petrol,1400.0,4.63,13.0,52.2,84.8,168.7,15.8,35.6,35.7,39.9,13.64,18.5,102.9,0,18,94.4,0,1,12.9,57,1766,1,1,0,0,26.3,64.2,0.33,0.74,Highway,81,91.9,0.263,0.848,0,1133,0.278,0.0,0.137,34.2,4.0,0,0,0,0,5588,Healthy,Maruti Brezza,1.5,4,Automatic,FWD,SUV,31.7,39.3,35.1,9,9,154.5,0.4,Hyderabad,Clear,0,Healthy,
VH04044,petrol,1543.0,4.48,11.3,50.5,87.4,133.6,18.3,40.3,27.3,39.1,13.64,30.4,101.8,1,10,97.3,2,2,12.3,46,817,3,0,0,0,23.8,56.1,0.6,0.61,City,89,94.4,0.13,0.962,1,875,0.084,0.066,0.059,42.8,4.0,0,0,1,0,7037,Healthy,Maruti Swift,1.2,4,Manual,FWD,Hatchback,35.1,44.4,39.3,9,10,137.2,1.7,Bangalore,Clear,0,Healthy,
VH04045,petrol,1708.0,11.2,69.2,57.0,113.4,104.3,3.4,53.5,65.4,47.7,12.55,23.8,93.6,7,44,66.3,18,8,36.0,100,9169,8,6,4,0,13.3,61.0,0.47,0.55,Mixed,89,57.6,0.599,0.383,1,1058,0.515,0.675,0.6,55.6,4.0,0,1,1,1,1479,Service Soon (18d),Tata Altroz,1.2,4,Manual,FWD,Hatchback,28.9,37.4,32.7,6,9,158.2,19.1,Bangalore,Moderate,1,Service Soon,18.0
VH04046,petrol,1172.0,5.41,12.1,53.0,83.1,136.9,14.7,47.5,31.4,40.3,13.76,11.2,102.4,0,7,95.1,2,1,13.6,18,1802,1,0,0,0,30.9,53.2,0.63,0.53,City,194,92.0,0.078,0.819,0,1044,0.0,0.0,0.038,17.2,4.0,0,0,0,0,6846,Healthy,Tata Altroz,1.2,4,Manual,FWD,Hatchback,34.9,41.8,38.0,8,9,130.7,0.5,Delhi,Clear,0,Healthy,
